"Country","Year","Pathogen","Antibiotic","Total","Resistant","Data","Region"
"Guatemala",2020,"Acinetobacter baumannii","Levofloxacin",73,51,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Meropenem",73,62,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Minocycline",0,0,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Tigecycline",73,44,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Ciprofloxacin",73,56,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Colistin",73,0,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Doripenem",0,0,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Gentamicin",73,48,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Trimethoprim/sulfamethoxazole",73,53,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Amikacin",80,4,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Ampicillin",80,15,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Cefepime",80,31,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Ceftazidime",80,33,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Imipenem",80,3,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Levofloxacin",80,36,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Meropenem",80,3,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Minocycline",0,0,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Tigecycline",80,0,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Ciprofloxacin",80,36,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Colistin",80,0,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Doripenem",0,0,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Gentamicin",80,26,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2020,"Escherichia coli","Trimethoprim/sulfamethoxazole",80,56,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Amikacin",104,27,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Ampicillin",104,40,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Cefepime",104,57,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Ceftazidime",104,62,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Imipenem",104,27,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Levofloxacin",104,20,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Meropenem",104,27,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Minocycline",0,0,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Tigecycline",104,40,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Ciprofloxacin",104,62,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Colistin",104,0,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Doripenem",0,0,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Gentamicin",104,62,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2020,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",104,65,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Amikacin",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Ampicillin",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Cefepime",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Ceftazidime",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Imipenem",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Levofloxacin",128,35,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Meropenem",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Minocycline",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Tigecycline",128,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Ciprofloxacin",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Colistin",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Doripenem",0,0,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Gentamicin",128,32,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Oxacillin",128,42,"ATLAS",NA
"Guatemala",2020,"Staphylococcus aureus","Trimethoprim/sulfamethoxazole",128,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Amikacin",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Ampicillin",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Cefepime",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Ceftazidime",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Ceftriaxone",34,2,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Imipenem",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Levofloxacin",34,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Meropenem",34,4,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Minocycline",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Benzylpenicillin",34,9,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Tigecycline",34,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Ciprofloxacin",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Colistin",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Doripenem",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Gentamicin",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2020,"Streptococcus pneumoniae","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Amikacin",8,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Ampicillin",0,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Cefepime",8,1,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Ceftazidime",8,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Ceftriaxone",8,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Imipenem",0,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Levofloxacin",8,1,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Meropenem",8,1,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Minocycline",8,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Benzylpenicillin",0,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Tigecycline",8,1,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Ciprofloxacin",0,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Colistin",0,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Gentamicin",0,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Oxacillin",0,0,"ATLAS",NA
"Hong Kong",2017,"Acinetobacter baumannii","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Amikacin",24,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Ampicillin",24,17,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Cefepime",24,1,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Ceftazidime",24,2,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Ceftriaxone",24,9,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Imipenem",0,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Levofloxacin",24,5,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Meropenem",24,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Minocycline",24,1,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Benzylpenicillin",0,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Tigecycline",24,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Ciprofloxacin",0,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Colistin",0,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Gentamicin",0,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Oxacillin",0,0,"ATLAS",NA
"Hong Kong",2017,"Escherichia coli","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Amikacin",15,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Ampicillin",15,15,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Cefepime",15,2,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Ceftazidime",15,1,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Ceftriaxone",15,3,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Imipenem",0,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Levofloxacin",15,2,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Meropenem",15,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Minocycline",15,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Benzylpenicillin",0,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Tigecycline",15,5,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Ciprofloxacin",0,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Colistin",0,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Gentamicin",0,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Hong Kong",2017,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Amikacin",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Ampicillin",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Cefepime",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Ceftazidime",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Ceftriaxone",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Imipenem",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Levofloxacin",18,3,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Meropenem",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Minocycline",18,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Benzylpenicillin",18,15,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Tigecycline",18,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Ciprofloxacin",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Colistin",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Gentamicin",0,0,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Oxacillin",18,8,"ATLAS",NA
"Hong Kong",2017,"Staphylococcus aureus","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Amikacin",0,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Ampicillin",12,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Azithromycin",12,9,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Cefepime",0,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Ceftazidime",0,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Ceftriaxone",12,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Imipenem",0,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Levofloxacin",12,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Meropenem",12,3,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Minocycline",0,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Benzylpenicillin",12,6,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Tigecycline",12,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Ciprofloxacin",0,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Colistin",0,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Gentamicin",0,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Hong Kong",2017,"Streptococcus pneumoniae","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Amikacin",10,2,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Ampicillin",0,0,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Cefepime",10,5,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Ceftazidime",10,2,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Ceftriaxone",0,0,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Imipenem",10,6,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Levofloxacin",10,6,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Meropenem",10,6,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Minocycline",0,0,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Benzylpenicillin",0,0,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Tigecycline",10,4,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Ciprofloxacin",10,6,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Colistin",10,0,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Gentamicin",10,2,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Oxacillin",0,0,"ATLAS",NA
"Hong Kong",2018,"Acinetobacter baumannii","Trimethoprim/sulfamethoxazole",10,1,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Amikacin",26,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Ampicillin",26,4,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Cefepime",26,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Ceftazidime",26,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Ceftriaxone",0,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Imipenem",26,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Levofloxacin",26,8,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Meropenem",26,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Minocycline",0,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Benzylpenicillin",0,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Tigecycline",26,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Ciprofloxacin",26,9,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Colistin",26,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Gentamicin",26,4,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Oxacillin",0,0,"ATLAS",NA
"Hong Kong",2018,"Escherichia coli","Trimethoprim/sulfamethoxazole",26,13,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Amikacin",22,0,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Ampicillin",22,2,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Cefepime",22,1,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Ceftazidime",22,3,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Ceftriaxone",0,0,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Imipenem",22,0,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Levofloxacin",22,6,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Meropenem",22,0,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Minocycline",0,0,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Benzylpenicillin",0,0,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Tigecycline",22,4,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Ciprofloxacin",22,6,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Colistin",22,2,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Gentamicin",22,0,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Hong Kong",2018,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",22,2,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Amikacin",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Ampicillin",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Cefepime",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Ceftazidime",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Ceftriaxone",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Imipenem",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Levofloxacin",30,11,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Meropenem",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Minocycline",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Benzylpenicillin",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Tigecycline",30,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Ciprofloxacin",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Colistin",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Gentamicin",30,3,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Oxacillin",30,11,"ATLAS",NA
"Hong Kong",2018,"Staphylococcus aureus","Trimethoprim/sulfamethoxazole",30,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Amikacin",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Ampicillin",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Cefepime",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Ceftazidime",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Ceftriaxone",9,4,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Imipenem",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Levofloxacin",9,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Meropenem",9,4,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Minocycline",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Benzylpenicillin",9,4,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Tigecycline",9,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Ciprofloxacin",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Colistin",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Gentamicin",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Hong Kong",2018,"Streptococcus pneumoniae","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Amikacin",19,1,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Ampicillin",0,0,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Cefepime",19,11,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Ceftazidime",19,4,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Ceftriaxone",0,0,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Imipenem",19,12,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Levofloxacin",19,10,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Meropenem",19,13,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Minocycline",0,0,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Benzylpenicillin",0,0,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Tigecycline",19,8,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Ciprofloxacin",19,10,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Colistin",19,0,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Gentamicin",19,1,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Oxacillin",0,0,"ATLAS",NA
"Hong Kong",2019,"Acinetobacter baumannii","Trimethoprim/sulfamethoxazole",19,2,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Amikacin",25,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Ampicillin",25,5,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Cefepime",25,4,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Ceftazidime",25,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Ceftriaxone",0,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Imipenem",25,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Levofloxacin",25,8,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Meropenem",25,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Minocycline",0,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Benzylpenicillin",0,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Tigecycline",25,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Ciprofloxacin",25,9,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Colistin",25,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Doripenem",0,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Gentamicin",25,10,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Oxacillin",0,0,"ATLAS",NA
"Hong Kong",2019,"Escherichia coli","Trimethoprim/sulfamethoxazole",25,11,"ATLAS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Amikacin",34,0,"ATLAS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Ampicillin",34,3,"ATLAS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Cefepime",34,4,"ATLAS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Ceftazidime",34,9,"ATLAS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Ceftriaxone",0,0,"ATLAS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Imipenem",34,1,"ATLAS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Levofloxacin",34,7,"ATLAS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Meropenem",34,1,"ATLAS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Minocycline",0,0,"ATLAS",NA
"Hong Kong",2019,"Klebsiella pneumoniae","Benzylpenicillin",0,0,"ATLAS",NA
